"","Comparison","SIMPER","OTU"
"1","Low Fat_High Fat",0.111895687971747,"Otu00001"
"2","Low Fat_High Fat",0.075614989946633,"Otu00006"
"3","Low Fat_High Fat",0.061189514682514,"Otu00013"
"4","Low Fat_High Fat",0.057676637038874,"Otu00005"
"5","Low Fat_High Fat",0.057665078411916,"Otu00011"
"6","Low Fat_High Fat",0.05756655776626,"Otu00007"
"7","Low Fat_High Fat",0.055511169078142,"Otu00009"
"8","Low Fat_Saccharin",0.108230582137558,"Otu00001"
"9","Low Fat_Saccharin",0.084708822457392,"Otu00005"
"10","Low Fat_Saccharin",0.064268118657586,"Otu00006"
"11","Low Fat_Saccharin",0.056487517933595,"Otu00007"
"12","Low Fat_Saccharin",0.050126186988612,"Otu00008"
"13","Low Fat_Saccharin",0.046306988395934,"Otu00013"
"14","Low Fat_Saccharin",0.040505867598194,"Otu00011"
"15","Low Fat_Saccharin",0.036844819209294,"Otu00021"
"16","Low Fat_Stevia",0.109869425162092,"Otu00001"
"17","Low Fat_Stevia",0.06683420103965,"Otu00006"
"18","Low Fat_Stevia",0.065968314657784,"Otu00013"
"19","Low Fat_Stevia",0.060740612217526,"Otu00009"
"20","Low Fat_Stevia",0.059493823877641,"Otu00007"
"21","Low Fat_Stevia",0.056895122963346,"Otu00008"
"22","Low Fat_Stevia",0.054191000885075,"Otu00005"
"23","High Fat_Saccharin",0.0904129599541505,"Otu00005"
"24","High Fat_Saccharin",0.0892950016624195,"Otu00001"
"25","High Fat_Saccharin",0.080624663390453,"Otu00006"
"26","High Fat_Saccharin",0.058346774619119,"Otu00013"
"27","High Fat_Saccharin",0.057060739653857,"Otu00011"
"28","High Fat_Saccharin",0.05436624007861,"Otu00021"
"29","High Fat_Saccharin",0.038603529172327,"Otu00008"
"30","High Fat_Stevia",0.0823910744602503,"Otu00001"
"31","High Fat_Stevia",0.0815415702473487,"Otu00006"
"32","High Fat_Stevia",0.071566667252704,"Otu00013"
"33","High Fat_Stevia",0.069833780365653,"Otu00005"
"34","High Fat_Stevia",0.06377413685452,"Otu00009"
"35","High Fat_Stevia",0.058617549647382,"Otu00011"
"36","High Fat_Stevia",0.049733476775834,"Otu00021"
"37","Saccharin_Stevia",0.0934870582118806,"Otu00005"
"38","Saccharin_Stevia",0.0826163538032244,"Otu00001"
"39","Saccharin_Stevia",0.069824660289975,"Otu00006"
"40","Saccharin_Stevia",0.065643972141372,"Otu00013"
"41","Saccharin_Stevia",0.048355056690624,"Otu00008"
"42","Saccharin_Stevia",0.047024051970947,"Otu00021"
"43","Saccharin_Stevia",0.045579171986095,"Otu00009"
"44","Saccharin_Stevia",0.039378185469749,"Otu00011"
"45","Male_Female",0.0974112177176481,"Otu00006"
"46","Male_Female",0.0876437080431229,"Otu00001"
"47","Male_Female",0.079723019428794,"Otu00013"
"48","Male_Female",0.070617543283187,"Otu00005"
"49","Male_Female",0.058531340301636,"Otu00011"
"50","Male_Female",0.055812944314102,"Otu00008"
"51","Male_Female",0.04477049342877,"Otu00009"
